Frequency (Hz)	Level (dB)
10745.068359	-62.419426
10766.601562	-59.591431
10788.134766	-59.994431
10809.667969	-61.866608
10831.201172	-67.620262
10852.734375	-74.094002
10874.267578	-74.942192
10895.800781	-80.003036
10917.333984	-84.845482
10938.867188	-90.503616
10960.400391	-90.300484
10981.933594	-84.093040
11003.466797	-77.265869
11025.000000	-74.083649
11046.533203	-73.191261
11068.066406	-70.400673
11089.599609	-68.124664
11111.132812	-67.256248
11132.666016	-65.785370
11154.199219	-68.663742
11175.732422	-74.006874
11197.265625	-72.707100
11218.798828	-73.467812
11240.332031	-72.127762
11261.865234	-74.502647
11283.398438	-77.811821
11304.931641	-71.365868
11326.464844	-64.824394
11347.998047	-63.499298
11369.531250	-65.815323
11391.064453	-64.279022
11412.597656	-62.465607
11434.130859	-61.083355
11455.664062	-60.552639
11477.197266	-61.910637
11498.730469	-66.280373
11520.263672	-65.680565
11541.796875	-67.623383
11563.330078	-69.030205
11584.863281	-70.336205
11606.396484	-73.227997
11627.929688	-66.684212
11649.462891	-60.143036
11670.996094	-58.937984
11692.529297	-62.548347
11714.062500	-62.921547
11735.595703	-62.140274
11757.128906	-60.430901
11778.662109	-60.803719
11800.195312	-61.590855
11821.728516	-66.320335
11843.261719	-65.226433
11864.794922	-65.514656
11886.328125	-69.184464
11907.861328	-69.334862
11929.394531	-71.522842
11950.927734	-67.944695
11972.460938	-61.148537
11993.994141	-59.679504
12015.527344	-63.660732
12037.060547	-67.296608
12058.593750	-66.914574
12080.126953	-63.986183
12101.660156	-63.399231
12123.193359	-62.325691
12144.726562	-66.590660
12166.259766	-68.165779
12187.792969	-67.445602
12209.326172	-69.972694
12230.859375	-70.112747
12252.392578	-71.388199
12273.925781	-70.188309
12295.458984	-63.352905
12316.992188	-61.523876
12338.525391	-64.827400
12360.058594	-66.294701
12381.591797	-66.104889
12403.125000	-64.085327
12424.658203	-64.787903
12446.191406	-64.510223
12467.724609	-67.956970
12489.257812	-72.138008
12510.791016	-72.218285
12532.324219	-74.025574
12553.857422	-73.941566
12575.390625	-74.279099
12596.923828	-74.079666
12618.457031	-67.706093
12639.990234	-65.242714
