Frequency (Hz)	Level (dB)
11541.796875	-78.544991
11563.330078	-76.093170
11584.863281	-74.039474
11606.396484	-71.709259
11627.929688	-70.874573
11649.462891	-69.463104
11670.996094	-70.811646
11692.529297	-73.314163
11714.062500	-74.013687
11735.595703	-73.114914
11757.128906	-72.024666
11778.662109	-72.800011
11800.195312	-68.585205
11821.728516	-68.205063
11843.261719	-70.398911
11864.794922	-67.880028
11886.328125	-65.257034
11907.861328	-64.224716
11929.394531	-62.591377
11950.927734	-62.832882
11972.460938	-62.687431
11993.994141	-64.589798
12015.527344	-66.594337
12037.060547	-67.745598
12058.593750	-70.842224
12080.126953	-71.711243
12101.660156	-73.240906
12123.193359	-73.909386
12144.726562	-72.300041
12166.259766	-73.757248
12187.792969	-74.520935
12209.326172	-76.231766
12230.859375	-75.342430
12252.392578	-72.285599
12273.925781	-72.148537
12295.458984	-72.720940
12316.992188	-72.941055
12338.525391	-74.895233
12360.058594	-77.866982
12381.591797	-78.970894
12403.125000	-79.483688
12424.658203	-78.884300
12446.191406	-74.375900
12467.724609	-72.497223
12489.257812	-75.083588
12510.791016	-76.151741
12532.324219	-72.491501
12553.857422	-72.831795
12575.390625	-72.575111
12596.923828	-70.672745
12618.457031	-72.391586
12639.990234	-73.933777
12661.523438	-75.535606
12683.056641	-80.673676
12704.589844	-81.708267
12726.123047	-83.118828
12747.656250	-82.073624
12769.189453	-76.769089
12790.722656	-72.297913
12812.255859	-72.863861
12833.789062	-73.552353
12855.322266	-70.082642
12876.855469	-69.354843
12898.388672	-69.866142
12919.921875	-67.188416
12941.455078	-68.138565
12962.988281	-68.140114
12984.521484	-68.302490
13006.054688	-71.769173
13027.587891	-73.761650
13049.121094	-76.858177
13070.654297	-82.292343
13092.187500	-80.201485
13113.720703	-78.245308
13135.253906	-77.682182
13156.787109	-79.918472
13178.320312	-78.864388
13199.853516	-78.209206
13221.386719	-79.883911
13242.919922	-79.521690
13264.453125	-79.851059
13285.986328	-82.492699
13307.519531	-83.113113
13329.052734	-85.855072
13350.585938	-88.888367
13372.119141	-89.877144
13393.652344	-91.355217
13415.185547	-90.667488
13436.718750	-90.950058
13458.251953	-91.317856
13479.785156	-91.781197
13501.318359	-91.916725
13522.851562	-92.798256
13544.384766	-92.435501
13565.917969	-88.979965
13587.451172	-86.959366
13608.984375	-87.683128
13630.517578	-88.061333
13652.050781	-89.362732
13673.583984	-92.814316
13695.117188	-95.045502
13716.650391	-95.022797
13738.183594	-96.950218
13759.716797	-93.726936
13781.250000	-92.283073
13802.783203	-93.760719
13824.316406	-94.001991
13845.849609	-89.224968
13867.382812	-89.425171
13888.916016	-92.252823
13910.449219	-89.387245
13931.982422	-87.072189
13953.515625	-86.499245
13975.048828	-85.640915
13996.582031	-86.860672
14018.115234	-89.105865
