Frequency (Hz)	Level (dB)
20176.611328	-96.223640
20198.144531	-97.473320
20219.677734	-99.544441
20241.210938	-97.943214
20262.744141	-93.923836
20284.277344	-92.985893
20305.810547	-95.011108
20327.343750	-95.592148
20348.876953	-96.430954
20370.410156	-91.901222
20391.943359	-90.786217
20413.476562	-92.006950
20435.009766	-94.547333
20456.542969	-96.348595
20478.076172	-99.937653
20499.609375	-101.601303
20521.142578	-101.248520
20542.675781	-104.394409
20564.208984	-105.771324
20585.742188	-102.773392
20607.275391	-101.584114
20628.808594	-103.019295
20650.341797	-105.108376
20671.875000	-104.448128
20693.408203	-104.043694
20714.941406	-101.787315
20736.474609	-101.198730
20758.007812	-102.711533
20779.541016	-103.845184
20801.074219	-105.682060
20822.607422	-105.656944
20844.140625	-103.541481
20865.673828	-102.758736
20887.207031	-103.235458
20908.740234	-102.416481
20930.273438	-98.124702
20951.806641	-97.666939
20973.339844	-99.793831
20994.873047	-102.589615
21016.406250	-103.613396
21037.939453	-103.095947
21059.472656	-100.876747
21081.005859	-102.400818
21102.539062	-104.244041
21124.072266	-105.908485
21145.605469	-106.123016
21167.138672	-106.282562
21188.671875	-105.534973
21210.205078	-104.542442
21231.738281	-105.645226
21253.271484	-106.881371
21274.804688	-107.404793
21296.337891	-107.907982
21317.871094	-110.267311
21339.404297	-111.115967
21360.937500	-112.282837
21382.470703	-109.634392
21404.003906	-108.660812
21425.537109	-110.307190
21447.070312	-109.581291
21468.603516	-112.130196
21490.136719	-112.206902
21511.669922	-111.377228
21533.203125	-110.406532
21554.736328	-110.245338
21576.269531	-109.741882
21597.802734	-109.404984
21619.335938	-107.928421
21640.869141	-106.991310
21662.402344	-107.369881
21683.935547	-107.351135
21705.468750	-107.425140
21727.001953	-106.532005
21748.535156	-103.759285
21770.068359	-104.051094
21791.601562	-105.761307
21813.134766	-107.121147
21834.667969	-109.151993
21856.201172	-108.580612
21877.734375	-108.842003
21899.267578	-108.062660
21920.800781	-107.763191
21942.333984	-109.924065
21963.867188	-107.537399
21985.400391	-106.995064
22006.933594	-109.081078
22028.466797	-110.212212
