Frequency (Hz)	Level (dB)
16063.769531	-98.950958
16085.302734	-99.767036
16106.835938	-99.162453
16128.369141	-100.896378
16149.902344	-100.265381
16171.435547	-99.132156
16192.968750	-100.595757
16214.501953	-102.062553
16236.035156	-102.275978
16257.568359	-101.702690
16279.101562	-99.863083
16300.634766	-100.463135
16322.167969	-103.153122
16343.701172	-101.567009
16365.234375	-100.655983
16386.767578	-98.383453
16408.300781	-99.856537
16429.833984	-103.984970
16451.367188	-105.215569
16472.900391	-104.007927
16494.433594	-102.544579
16515.966797	-100.276787
16537.500000	-100.771873
16559.033203	-100.333626
16580.566406	-100.094711
16602.099609	-101.131058
16623.632812	-98.247849
16645.166016	-97.993362
16666.699219	-100.805664
16688.232422	-98.389648
16709.765625	-96.691292
16731.298828	-93.352196
16752.832031	-94.318130
16774.365234	-97.143509
16795.898438	-99.206429
16817.431641	-100.842834
16838.964844	-100.945892
16860.498047	-98.847458
16882.031250	-98.798927
16903.564453	-99.613899
16925.097656	-99.892937
16946.630859	-95.859200
16968.164062	-92.403656
16989.697266	-94.317520
17011.230469	-98.619858
17032.763672	-98.557457
17054.296875	-96.425858
17075.830078	-93.400955
17097.363281	-96.395943
17118.896484	-100.536552
17140.429688	-101.154907
17161.962891	-100.099556
17183.496094	-99.823822
17205.029297	-99.466896
17226.562500	-99.441559
17248.095703	-99.707253
17269.628906	-99.030029
17291.162109	-99.654205
17312.695312	-98.918915
17334.228516	-96.720619
17355.761719	-97.675011
17377.294922	-99.738617
17398.828125	-98.561211
17420.361328	-98.745277
17441.894531	-100.385643
17463.427734	-100.211761
17484.960938	-102.375008
17506.494141	-103.211197
17528.027344	-102.119652
17549.560547	-99.345520
17571.093750	-98.301811
17592.626953	-99.647133
17614.160156	-100.201302
17635.693359	-98.765572
17657.226562	-96.502907
17678.759766	-96.168930
17700.292969	-95.692917
17721.826172	-94.632011
17743.359375	-92.828262
17764.892578	-92.917702
17786.425781	-93.315575
17807.958984	-93.722649
17829.492188	-92.780975
17851.025391	-94.631256
17872.558594	-97.517441
17894.091797	-97.294846
17915.625000	-97.812683
17937.158203	-99.233795
17958.691406	-96.998604
17980.224609	-94.699951
18001.757812	-97.168556
18023.291016	-98.627403
18044.824219	-99.226700
18066.357422	-101.530838
18087.890625	-101.497383
18109.423828	-102.393784
18130.957031	-103.282654
18152.490234	-102.680252
18174.023438	-100.156013
18195.556641	-98.348846
18217.089844	-98.021614
18238.623047	-95.498390
18260.156250	-93.642784
18281.689453	-94.321518
18303.222656	-94.478798
18324.755859	-95.464203
18346.289062	-95.737297
18367.822266	-94.580849
18389.355469	-95.789192
18410.888672	-97.704010
18432.421875	-99.010918
18453.955078	-101.237228
18475.488281	-100.747337
18497.021484	-101.828781
18518.554688	-99.997658
18540.087891	-99.028358
18561.621094	-99.899696
18583.154297	-99.781517
18604.687500	-97.796471
18626.220703	-98.756042
18647.753906	-98.076828
18669.287109	-97.275482
18690.820312	-98.526367
18712.353516	-96.947670
18733.886719	-97.869133
18755.419922	-99.361603
18776.953125	-99.291756
18798.486328	-98.197502
18820.019531	-95.031967
18841.552734	-95.295616
18863.085938	-95.653435
18884.619141	-96.875366
18906.152344	-96.321220
18927.685547	-96.232552
18949.218750	-96.078003
18970.751953	-96.736107
18992.285156	-95.774574
19013.818359	-96.372543
19035.351562	-94.430305
19056.884766	-94.949196
19078.417969	-96.619682
19099.951172	-93.471512
19121.484375	-91.081802
19143.017578	-92.147453
19164.550781	-93.239189
19186.083984	-93.270203
19207.617188	-93.598206
19229.150391	-94.388321
19250.683594	-93.926109
19272.216797	-94.360237
19293.750000	-96.876320
19315.283203	-97.001839
